Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Rank of ZIP Code Discharges,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C)
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02184,22,"Braintree, MA",Braintree,MA,Norfolk County,24.5,361,47309,4801,0.007630683,0.075192668
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02780,22,"Taunton, MA",Taunton,MA,Bristol County,24.5,361,47309,7200,0.007630683,0.050138889
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02122,22,"Dorchester, MA",Dorchester,MA,Suffolk County,26,329,47309,2581,0.006954279,0.127469973
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02186,22,"Milton, MA",Milton,MA,Norfolk County,27,325,47309,2672,0.006869729,0.121631737
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02021,22,"Canton, MA",Canton,MA,Norfolk County,28.5,323,47309,2854,0.006827454,0.113174492
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02148,22,"Malden, MA",Malden,MA,Middlesex County,28.5,323,47309,6340,0.006827454,0.050946372
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02072,22,"Stoughton, MA",Stoughton,MA,Norfolk County,30,292,47309,3994,0.006172187,0.073109664
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02035,22,"Foxboro, MA",Foxboro,MA,Norfolk County,31,290,47309,1858,0.006129912,0.156081808
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02151,22,"Revere, MA",Revere,MA,Suffolk County,32,279,47309,6557,0.005897398,0.042549947
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02116,22,"Boston, MA",Boston,MA,Suffolk County,33,268,47309,1710,0.005664884,0.156725146
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02472,22,"Watertown, MA",Watertown,MA,Middlesex County,34,265,47309,3093,0.005601471,0.085677336
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02360,22,"Plymouth, MA",Plymouth,MA,Plymouth County,35,257,47309,6947,0.00543237,0.036994386
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02038,22,"Franklin, MA",Franklin,MA,Norfolk County,36,252,47309,2727,0.005326682,0.092409241
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02459,22,"Newton Center, MA",Newton Center,MA,Middlesex County,37,245,47309,1351,0.005178719,0.18134715
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02048,22,"Mansfield, MA",Mansfield,MA,Bristol County,38,242,47309,1966,0.005115306,0.123092574
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02703,22,"Attleboro, MA",Attleboro,MA,Bristol County,39,239,47309,4609,0.005051893,0.051855066
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02043,22,"Hingham, MA",Hingham,MA,Plymouth County,40,236,47309,2711,0.00498848,0.087052748
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02081,22,"Walpole, MA",Walpole,MA,Norfolk County,41,232,47309,2334,0.004903929,0.099400171
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01760,22,"Natick, MA",Natick,MA,Middlesex County,42,223,47309,3276,0.004713691,0.068070818
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01701,22,"Framingham, MA",Framingham,MA,Middlesex County,43.5,222,47309,3169,0.004692553,0.070053645
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02067,22,"Sharon, MA",Sharon,MA,Norfolk County,43.5,222,47309,1417,0.004692553,0.156669019
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02050,22,"Marshfield, MA",Marshfield,MA,Plymouth County,45,220,47309,2688,0.004650278,0.081845238
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02090,22,"Westwood, MA",Westwood,MA,Norfolk County,47,210,47309,1636,0.004438902,0.128361858
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02138,22,"Cambridge, MA",Cambridge,MA,Middlesex County,47,210,47309,1960,0.004438902,0.107142857
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02536,22,"East Falmouth, MA",East Falmouth,MA,Barnstable County,47,210,47309,2623,0.004438902,0.080060999
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01960,22,"Peabody, MA",Peabody,MA,Essex County,49,209,47309,7599,0.004417764,0.027503619
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02129,22,"Charlestown, MA",Charlestown,MA,Suffolk County,50,207,47309,1901,0.004375489,0.108890058
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02492,22,"Needham, MA",Needham,MA,Norfolk County,51,203,47309,1823,0.004290938,0.111354909
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02190,22,"South Weymouth, MA",South Weymouth,MA,Norfolk County,52,194,47309,2385,0.0041007,0.081341719
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02139,22,"Cambridge, MA",Cambridge,MA,Middlesex County,53,193,47309,2416,0.004079562,0.079884106
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02766,22,"Norton, MA",Norton,MA,Bristol County,54,192,47309,1890,0.004058424,0.101587302
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01702,22,"Framingham, MA",Framingham,MA,Middlesex County,56,178,47309,3135,0.003762498,0.056778309
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02149,22,"Everett, MA",Everett,MA,Middlesex County,56,178,47309,4843,0.003762498,0.036754078
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02481,22,"Wellesley Hills, MA",Wellesley Hills,MA,Norfolk County,56,178,47309,1077,0.003762498,0.165273909
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02302,22,"Brockton, MA",Brockton,MA,Plymouth County,58,177,47309,4728,0.00374136,0.037436548
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02066,22,"Scituate, MA",Scituate,MA,Plymouth County,59,173,47309,1885,0.003656809,0.091777188
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02215,22,"Boston, MA",Boston,MA,Suffolk County,60.5,171,47309,795,0.003614534,0.21509434
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02478,22,"Belmont, MA",Belmont,MA,Middlesex County,60.5,171,47309,1666,0.003614534,0.102641056
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02760,22,"North Attleboro, MA",North Attleboro,MA,Bristol County,62,170,47309,2181,0.003593397,0.077945896
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02171,22,"Quincy, MA",Quincy,MA,Norfolk County,63.5,169,47309,1850,0.003572259,0.091351351
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02176,22,"Melrose, MA",Melrose,MA,Middlesex County,63.5,169,47309,3001,0.003572259,0.056314562
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01810,22,"Andover, MA",Andover,MA,Essex County,66,161,47309,2923,0.003403158,0.055080397
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02128,22,"Boston, MA",Boston,MA,Suffolk County,66,161,47309,4007,0.003403158,0.040179686
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02370,22,"Rockland, MA",Rockland,MA,Plymouth County,66,161,47309,2567,0.003403158,0.062719127
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01757,22,"Milford, MA",Milford,MA,Worcester County,69,160,47309,3538,0.00338202,0.04522329
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01844,22,"Methuen, MA",Methuen,MA,Essex County,69,160,47309,6162,0.00338202,0.025965596
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02346,22,"Middleboro, MA",Middleboro,MA,Plymouth County,69,160,47309,3238,0.00338202,0.049413218
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02188,22,"Weymouth, MA",Weymouth,MA,Norfolk County,71,158,47309,2430,0.003339745,0.065020576
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02324,22,"Bridgewater, MA",Bridgewater,MA,Plymouth County,72,157,47309,2636,0.003318607,0.059559939
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02474,22,"Arlington, MA",Arlington,MA,Middlesex County,73,153,47309,2420,0.003234057,0.06322314
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01906,22,"Saugus, MA",Saugus,MA,Essex County,74,152,47309,3460,0.003212919,0.043930636
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02453,22,"Waltham, MA",Waltham,MA,Middlesex County,75,149,47309,2576,0.003149506,0.057841615
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02189,22,"East Weymouth, MA",East Weymouth,MA,Norfolk County,76.5,143,47309,2095,0.003022681,0.068257757
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02458,22,"Newton, MA",Newton,MA,Middlesex County,76.5,143,47309,1193,0.003022681,0.119865884
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01902,22,"Lynn, MA",Lynn,MA,Essex County,78,142,47309,6477,0.003001543,0.02192373
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01801,22,"Woburn, MA",Woburn,MA,Middlesex County,79,137,47309,4980,0.002895855,0.02751004
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01867,22,"Reading, MA",Reading,MA,Middlesex County,80,136,47309,2391,0.002874717,0.056879967
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02359,22,"Pembroke, MA",Pembroke,MA,Plymouth County,81,131,47309,1884,0.002769029,0.069532909
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01845,22,"North Andover, MA",North Andover,MA,Essex County,82.5,130,47309,3158,0.002747892,0.041165294
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01890,22,"Winchester, MA",Winchester,MA,Middlesex County,82.5,130,47309,1944,0.002747892,0.066872428
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02351,22,"Abington, MA",Abington,MA,Plymouth County,84,129,47309,2094,0.002726754,0.061604585
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01915,22,"Beverly, MA",Beverly,MA,Essex County,85.5,128,47309,5865,0.002705616,0.021824382
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02180,22,"Stoneham, MA",Stoneham,MA,Middlesex County,85.5,128,47309,2923,0.002705616,0.043790626
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01970,22,"Salem, MA",Salem,MA,Essex County,87,127,47309,4933,0.002684479,0.025744983
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02150,22,"Chelsea, MA",Chelsea,MA,Suffolk County,88,126,47309,4697,0.002663341,0.026825633
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02134,22,"Allston, MA",Allston,MA,Suffolk County,89.5,124,47309,1114,0.002621066,0.111310592
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02343,22,"Holbrook, MA",Holbrook,MA,Norfolk County,89.5,124,47309,1635,0.002621066,0.075840979
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02332,22,"Duxbury, MA",Duxbury,MA,Plymouth County,91,122,47309,1312,0.002578791,0.092987805
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02056,22,"Norfolk, MA",Norfolk,MA,Norfolk County,92.5,121,47309,934,0.002557653,0.129550321
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02356,22,"North Easton, MA",North Easton,MA,Bristol County,92.5,121,47309,1398,0.002557653,0.086552217
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01876,22,"Tewksbury, MA",Tewksbury,MA,Middlesex County,95,120,47309,3802,0.002536515,0.031562336
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02053,22,"Medway, MA",Medway,MA,Norfolk County,95,120,47309,1156,0.002536515,0.103806228
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02170,22,"Quincy, MA",Quincy,MA,Norfolk County,95,120,47309,1698,0.002536515,0.070671378
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01803,22,"Burlington, MA",Burlington,MA,Middlesex County,97,119,47309,2884,0.002515378,0.041262136
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01752,22,"Marlborough, MA",Marlborough,MA,Middlesex County,98.5,118,47309,4358,0.00249424,0.027076641
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01776,22,"Sudbury, MA",Sudbury,MA,Middlesex County,98.5,118,47309,1274,0.00249424,0.092621664
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02144,22,"Somerville, MA",Somerville,MA,Middlesex County,100,116,47309,1465,0.002451965,0.079180887
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02740,22,"New Bedford, MA",New Bedford,MA,Bristol County,101,114,47309,6740,0.002409689,0.016913947
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02143,22,"Somerville, MA",Somerville,MA,Middlesex County,102,112,47309,1766,0.002367414,0.063420159
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01742,22,"Concord, MA",Concord,MA,Middlesex County,103,111,47309,1455,0.002346277,0.07628866
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02339,22,"Hanover, MA",Hanover,MA,Plymouth County,104.5,110,47309,1416,0.002325139,0.077683616
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02375,22,"South Easton, MA",South Easton,MA,Bristol County,104.5,110,47309,1152,0.002325139,0.095486111
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02461,22,"Newton Highlands, MA",Newton Highlands,MA,Middlesex County,106,109,47309,529,0.002304001,0.206049149
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02093,22,"Wrentham, MA",Wrentham,MA,Norfolk County,107,107,47309,1413,0.002261726,0.075725407
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01940,22,"Lynnfield, MA",Lynnfield,MA,Essex County,109.5,106,47309,1314,0.002240588,0.080669711
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02476,22,"Arlington, MA",Arlington,MA,Middlesex County,109.5,106,47309,1340,0.002240588,0.079104478
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02649,22,"Mashpee, MA",Mashpee,MA,Barnstable County,109.5,106,47309,1975,0.002240588,0.053670886
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02720,22,"Fall River, MA",Fall River,MA,Bristol County,109.5,106,47309,5123,0.002240588,0.020691001
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01880,22,"Wakefield, MA",Wakefield,MA,Middlesex County,113.5,104,47309,2917,0.002198313,0.035653068
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02052,22,"Medfield, MA",Medfield,MA,Norfolk County,113.5,104,47309,927,0.002198313,0.11218986
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02145,22,"Somerville, MA",Somerville,MA,Middlesex County,113.5,104,47309,2093,0.002198313,0.049689441
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02465,22,"West Newton, MA",West Newton,MA,Middlesex County,113.5,104,47309,1042,0.002198313,0.099808061
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01778,22,"Wayland, MA",Wayland,MA,Middlesex County,116,103,47309,1110,0.002177176,0.092792793
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,01887,22,"Wilmington, MA",Wilmington,MA,Middlesex County,117,102,47309,2592,0.002156038,0.039351852
Brigham and Women's Hospital,Partners HealthCare System,Academic Medical Center,02045,22,"Hull, MA",Hull,MA,Plymouth County,118.5,100,47309,1362,0.002113763,0.073421439
